cusip,interestrate,remainingbalance,factor,gwac,wam,wala,indicator,istbaelig,cpr,date,cdr,predictedcpr,predictedcprnext,predictedcdr,predictedcdrnext,cprnext,cdrnext
3622A2ZY1,3.5,5059437.64,.21235583,3.894,258,97,,,,2024-08-01,,,,,,,
3622A2ZZ8,3.5,19099118.91,.29518075,3.894,250,94,,,,2024-08-01,,,,,,,
3622A2Z21,4.5,2415311.56,.22151458,5,182,168,,,,2024-08-01,,,,,,,
3622A2Z39,4,958804.24,.17312019,4.344,89,86,,,,2024-08-01,,,,,,,
3622A2Z47,4.5,1586693.35,.24247759,5,264,92,,,,2024-08-01,,,,,,,
3622A2Z54,3.5,2560823.72,.09654867,3.759,274,84,,,,2024-08-01,,,,,,,
3622A2Z62,5.5,1405788.67,.25053927,6,136,213,,,,2024-08-01,,,,,,,
3622A2Z70,3.5,85697524.24,.16255,4,241,112,,,,2024-08-01,,,,,,,
3622A2Z88,4,10452326.69,.22623201,4.5,188,161,,,,2024-08-01,,,,,,,
3622A2Z96,3.5,12307122.79,.2359175,4,247,102,,,,2024-08-01,,,,,,,
3622A22A9,4,23216571.64,.31339825,4.5,231,115,,,,2024-08-01,,,,,,,
3622A22B7,4,10062993.39,.26294098,4.5,233,116,,,,2024-08-01,,,,,,,
3622A22C5,4,4708610.24,.18070806,4.5,239,113,,,,2024-08-01,,,,,,,
3622A22D3,4,3559773.76,.27945841,4.5,244,112,,,,2024-08-01,,,,,,,
3622A22E1,3,5528649.87,.12036535,3.405,263,90,,,,2024-08-01,,,,,,,
3622A22F8,5,1759535.17,.14120649,,,,,,,2024-08-01,,,,,,,
3622A22G6,3.5,6504985.35,.06190113,3.785,272,85,,,,2024-08-01,,,,,,,
3622A22H4,7.5,644149.13,.12855202,8,42,313,,,,2024-08-01,,,,,,,
3622A22J0,4.5,95364057.35,.22678266,4.872,177,171,,,,2024-08-01,,,,,,,
3622A22K7,6.5,977786.48,.18514352,6.926,137,213,,,,2024-08-01,,,,,,,
3622A22L5,6.5,941510.61,.18764132,7,79,273,,,,2024-08-01,,,,,,,
3622A22M3,6,1286575.36,.25702381,6.5,120,227,,,,2024-08-01,,,,,,,
3622A22P6,4,5848502.18,.19561119,4.366,271,86,,,,2024-08-01,,,,,,,
3622A22Q4,5.5,1792263.41,.27306869,6,139,208,,,,2024-08-01,,,,,,,
3622A22R2,5,4007254.13,.24786304,5.5,160,187,,,,2024-08-01,,,,,,,
3622A22S0,3.5,30416057.56,.59152373,4,244,105,,,,2024-08-01,,,,,,,
3622A22T8,5,12944802.28,.21371497,5.438,192,158,,,,2024-08-01,,,,,,,
3622A22U5,3.5,983390.83,.15097633,4,272,85,,,,2024-08-01,,,,,,,
3622A22V3,3.5,7570240.7,.29348022,3.924,228,113,,,,2024-08-01,,,,,,,
3622A22W1,4.5,71246323.71,.17502301,4.891,225,125,,,,2024-08-01,,,,,,,
3622A22X9,3.5,7651300.63,.14676637,3.929,90,83,,,,2024-08-01,,,,,,,
3622A22Y7,3.5,157666673.35,.29905552,3.897,246,101,,,,2024-08-01,,,,,,,
3622A22Z4,7,688374.7,.13612429,7.5,47,307,,,,2024-08-01,,,,,,,
3622A23A8,4.5,7655306,.22179219,5,263,87,,,,2024-08-01,,,,,,,
3622A23B6,2.5,8141773.63,.3619448,3,225,123,,,,2024-08-01,,,,,,,
3622A23C4,6,1027444.27,.16009627,6.443,129,223,,,,2024-08-01,,,,,,,
3622A23D2,3,3905617.44,.42142524,3.5,263,95,,,,2024-08-01,,,,,,,
3622A23E0,4.5,2650555.87,.30336066,5,258,91,,,,2024-08-01,,,,,,,
3622A23F7,4.5,1867733.39,.13361703,5,252,95,,,,2024-08-01,,,,,,,
3622A23G5,3,14351090.38,.22744077,3.5,225,123,,,,2024-08-01,,,,,,,
3622A23H3,3.5,2591231.04,.28163414,3.992,274,83,,,,2024-08-01,,,,,,,
3622A23J9,6.5,2113464.85,.19199046,6.916,142,209,,,,2024-08-01,,,,,,,
3622A23K6,4.063,19866703.23,.1561287,4.936,92,268,,,,2024-08-01,,,,,,,
3622A23M2,2,4112917.82,.19077001,2.511,81,91,,,,2024-08-01,,,,,,,
3622A23N0,4,606271.95,.11442703,4.308,89,83,,,,2024-08-01,,,,,,,
3622A23P5,5,6804081.98,.23069896,5.5,166,182,,,,2024-08-01,,,,,,,
3622A23Q3,3.5,15011168,.15011017,3.891,270,82,,,,2024-08-01,,,,,,,
3622A23R1,3.5,23913816.99,.53621585,3.782,231,115,,,,2024-08-01,,,,,,,
3622A23S9,5.5,21841166.44,.23087708,5.972,141,210,,,,2024-08-01,,,,,,,
3622A23T7,3.5,18051486.62,.57870288,4,252,95,,,,2024-08-01,,,,,,,
3622A23U4,4,19165140.84,.17107407,4.5,261,94,,,,2024-08-01,,,,,,,
3622A23V2,4,11096115.8,.20395254,4.5,198,150,,,,2024-08-01,,,,,,,
3622A23W0,3.5,7559591.93,.25737052,3.882,257,91,,,,2024-08-01,,,,,,,
3622A23X8,3.5,21612657.66,.37110584,3.909,257,90,,,,2024-08-01,,,,,,,
3622A23Y6,3.5,14416392.09,.35634456,3.917,259,91,,,,2024-08-01,,,,,,,
3622A23Z3,3.5,20352635.1,.28332751,3.876,252,100,,,,2024-08-01,,,,,,,
3622A24B5,4,11132827.87,.21980307,4.347,248,99,,,,2024-08-01,,,,,,,
3622A24C3,5.5,17202509.24,.21448063,5.954,147,204,,,,2024-08-01,,,,,,,
3622A24D1,4,8963112.3,.26540033,4.5,242,108,,,,2024-08-01,,,,,,,
3622A24E9,3.5,41275541.83,.57072019,3.75,255,94,,,,2024-08-01,,,,,,,
3622A24F6,3,1266389.91,.12541198,3.411,56,118,,,,2024-08-01,,,,,,,
3622A24G4,4.5,174635124.94,.23642612,4.805,184,162,,,,2024-08-01,,,,,,,
3622A24J8,4.781,1510729.56,.18756362,5.356,193,167,,,,2024-08-01,,,,,,,
3622A24K5,5,14870008.39,.24209447,5.5,164,184,,,,2024-08-01,,,,,,,
3622A24L3,4,29050940.31,.21059168,4.398,270,83,,,,2024-08-01,,,,,,,
3622A24M1,3.5,1618129.72,.15343922,4,273,84,,,,2024-08-01,,,,,,,
3622A24N9,3,10820333.64,.27535824,3.5,218,131,,,,2024-08-01,,,,,,,
3622A24P4,3.5,7310505.16,.33043837,3.908,231,119,,,,2024-08-01,,,,,,,
3622A24Q2,4,202371672.01,.23807974,4.328,204,144,,,,2024-08-01,,,,,,,
3622A24R0,3,6972437.43,.08774727,3.336,270,85,,,,2024-08-01,,,,,,,
3622A24S8,3.5,22613231.06,.38131162,3.914,271,81,,,,2024-08-01,,,,,,,
3622A24T6,4,18943652.37,.32492657,4.451,268,83,,,,2024-08-01,,,,,,,
3622A24U3,4,15046981.33,.28783927,4.426,272,83,,,,2024-08-01,,,,,,,
3622A24V1,4,6604904.19,.21827088,4.455,270,83,,,,2024-08-01,,,,,,,
3622A24W9,4.5,3682333.2,.18039435,5,259,93,,,,2024-08-01,,,,,,,
3622A24X7,6,1620200.57,.276359,6.5,88,259,,,,2024-08-01,,,,,,,
3622A24Y5,3,9694926.66,.2600077,3.5,212,135,,,,2024-08-01,,,,,,,
3622A24Z2,4.5,2809008.93,.3473051,5,179,172,,,,2024-08-01,,,,,,,
3622A25A6,3.5,3367676.65,.34540648,3.804,204,136,,,,2024-08-01,,,,,,,
3622A25B4,5,1702222.48,.29523391,5.5,173,175,,,,2024-08-01,,,,,,,
3622A25C2,4.5,5341044.37,.27039961,5,169,180,,,,2024-08-01,,,,,,,
3622A25D0,4.344,44827634.8,.20600223,4.899,170,190,,,,2024-08-01,,,,,,,
3622A25E8,3.5,21631184.39,.4318554,3.92,269,81,,,,2024-08-01,,,,,,,
3622A25F5,3,7314765.5,.10787247,3.359,268,81,,,,2024-08-01,,,,,,,
3622A25G3,5,1606125.45,.27934127,5.5,106,242,,,,2024-08-01,,,,,,,
3622A25H1,2,5809401.85,.21138851,2.496,89,83,,,,2024-08-01,,,,,,,
3622A25J7,4.5,4724165.92,.18538689,4.816,214,132,,,,2024-08-01,,,,,,,
3622A25K4,4,3592247.6,.34904038,4.5,280,80,,,,2024-08-01,,,,,,,
3622A25L2,3.5,153330735.78,.17600851,3.87,238,112,,,,2024-08-01,,,,,,,
3622A25M0,6,1596554.36,.31683619,6.5,109,237,,,,2024-08-01,,,,,,,
3622A25N8,4.142,2165056.26,.19351326,4.835,150,209,,,,2024-08-01,,,,,,,
3622A25P3,6.5,2544804.54,.20082536,6.923,140,211,,,,2024-08-01,,,,,,,
3622A25Q1,3.5,14157605.34,.26810289,3.907,265,81,,,,2024-08-01,,,,,,,
3622A25R9,3.5,25462823.4,.30446348,3.896,267,84,,,,2024-08-01,,,,,,,
3622A25S7,4,10161716.54,.23945044,4.5,182,165,,,,2024-08-01,,,,,,,
3622A25T5,3.5,118634880.39,.57735538,4,252,96,,,,2024-08-01,,,,,,,
3622A25U2,3,11822901.26,.23641938,3.5,242,110,,,,2024-08-01,,,,,,,
3622A25V0,4,19493231.62,.17169904,4.5,242,111,,,,2024-08-01,,,,,,,
3622A25W8,6,2239489.38,.2825433,6.5,134,213,,,,2024-08-01,,,,,,,
3622A25X6,6.5,1877722.38,.37442195,7,96,258,,,,2024-08-01,,,,,,,
3622A25Y4,6.5,1510109.53,.29905361,7,76,273,,,,2024-08-01,,,,,,,
3622A25Z1,6.5,1451750.43,.28498803,7,80,271,,,,2024-08-01,,,,,,,
3622A26A5,5,4790051.01,.39801812,5.5,168,181,,,,2024-08-01,,,,,,,
3622A26B3,6.03,7122491.74,.18104609,6.612,189,171,,,,2024-08-01,,,,,,,
3622A26C1,8,773049.11,.12246128,8.5,32,321,,,,2024-08-01,,,,,,,
3622A26D9,8,2190331.73,.33909754,8.5,63,291,,,,2024-08-01,,,,,,,
3622A26E7,4,127387922.33,.13798456,4.371,263,90,,,,2024-08-01,,,,,,,
3622A26F4,4.5,5089913.19,.23660362,5,174,176,,,,2024-08-01,,,,,,,
3622A26G2,3.5,19355093.49,.35812322,3.912,257,92,,,,2024-08-01,,,,,,,
3622A26H0,3.5,49114177.75,.35386588,3.922,268,82,,,,2024-08-01,,,,,,,
3622A26J6,3.5,19059781.24,.2773939,3.913,256,93,,,,2024-08-01,,,,,,,
3622A26K3,3.5,97581883.24,.30088329,3.91,269,82,,,,2024-08-01,,,,,,,
3622A26L1,3.5,38852791.83,.31619053,3.914,268,83,,,,2024-08-01,,,,,,,
3622A26M9,4,17775312.97,.21819489,4.374,266,88,,,,2024-08-01,,,,,,,
3622A26N7,2.5,9383370.12,.18463358,2.968,92,81,,,,2024-08-01,,,,,,,
3622A26P2,3.5,13816337.63,.40547,3.91,259,86,,,,2024-08-01,,,,,,,
3622A26Q0,3.5,19905342.62,.39456416,3.956,266,78,,,,2024-08-01,,,,,,,
3622A26R8,3.5,28060131.23,.34623669,3.949,268,78,,,,2024-08-01,,,,,,,
3622A26S6,3.5,67593970.98,.30675067,3.926,272,79,,,,2024-08-01,,,,,,,
3622A26T4,2,2690376.31,.2211337,2.564,90,83,,,,2024-08-01,,,,,,,
3622A26U1,4,13359595,.24781046,4.47,271,83,,,,2024-08-01,,,,,,,
3622A26V9,4,19650595.25,.18936118,4.371,269,87,,,,2024-08-01,,,,,,,
3622A26W7,3.5,2100394.16,.29581353,3.93,215,127,,,,2024-08-01,,,,,,,
3622A26X5,3.5,17237003.39,.34364045,3.886,241,100,,,,2024-08-01,,,,,,,
3622A26Y3,3,175725492.95,.19449476,3.483,243,107,,,,2024-08-01,,,,,,,
3622A26Z0,5.5,6070107.77,.2986493,6,142,207,,,,2024-08-01,,,,,,,
3622A27A4,6,4214699.35,.29735055,6.5,132,218,,,,2024-08-01,,,,,,,
3622A27B2,4.5,15662566.1,.16482046,4.867,271,85,,,,2024-08-01,,,,,,,
3622A27C0,4.5,24431820.45,.23141421,4.905,267,86,,,,2024-08-01,,,,,,,
3622A27D8,4,34995916.18,.14883061,4.5,254,101,,,,2024-08-01,,,,,,,
3622A27E6,3.5,1210675.8,.0552245,4,16,161,,,,2024-08-01,,,,,,,
3622A27F3,3.5,99078771.32,.55113979,4,223,126,,,,2024-08-01,,,,,,,
3622A27G1,4.089,13983885.16,.21170811,4.563,186,174,,,,2024-08-01,,,,,,,
3622A27H9,7,1380218.28,.22550592,7.381,123,228,,,,2024-08-01,,,,,,,
3622A27J5,3,187913650.71,.3739021,3.428,256,95,,,,2024-08-01,,,,,,,
3622A27K2,2.5,4572782.58,.18140635,2.977,84,87,,,,2024-08-01,,,,,,,
3622A27L0,6.5,3070154.84,.27768226,7.213,85,266,,,,2024-08-01,,,,,,,
3622A27M8,3,26405480.87,.42180641,3.5,261,95,,,,2024-08-01,,,,,,,
3622A3AA8,5.5,3329014.41,.30114122,6,133,215,,,,2024-08-01,,,,,,,
3622A3AB6,7,1201072.95,.2317302,7.5,67,284,,,,2024-08-01,,,,,,,
3622A3AC4,5.5,2437414.99,.17038175,5.865,282,76,,,,2024-08-01,,,,,,,
3622A3AD2,3.5,16149164.19,.32297682,3.89,271,80,,,,2024-08-01,,,,,,,
3622A3AE0,4,29882390.21,.2859406,4.417,273,80,,,,2024-08-01,,,,,,,
3622A3AF7,4,46249282.98,.25621564,4.434,272,81,,,,2024-08-01,,,,,,,
3622A3AG5,4,24366592.47,.23001153,4.453,273,81,,,,2024-08-01,,,,,,,
3622A3AH3,5.5,525620.66,.02293029,5.875,283,77,,,,2024-08-01,,,,,,,
3622A3AJ9,4,12072167.53,.21884404,4.434,279,78,,,,2024-08-01,,,,,,,
3622A3AK6,7.5,957068.27,.1910346,8.265,49,304,,,,2024-08-01,,,,,,,
3622A3AL4,4.087,31954665.69,.20315845,4.56,197,163,,,,2024-08-01,,,,,,,
3622A3AM2,4,353330446.23,.25141565,4.344,182,164,,,,2024-08-01,,,,,,,
3622A3AN0,3.5,23970875.43,.35010406,3.922,266,86,,,,2024-08-01,,,,,,,
3622A3AP5,4,19594068.66,.25684267,4.41,246,87,,,,2024-08-01,,,,,,,
3622A3AQ3,4.5,7399825.2,.22423562,4.852,262,88,,,,2024-08-01,,,,,,,
3622A3AR1,4.5,4645275.15,.19816008,4.901,262,92,,,,2024-08-01,,,,,,,
3622A3AS9,4.5,7591020.51,.24501595,4.828,230,108,,,,2024-08-01,,,,,,,
3622A3AT7,3.5,28448930.77,.38972055,3.918,265,84,,,,2024-08-01,,,,,,,
3622A3AU4,3.5,17580489.9,.33856941,3.893,269,83,,,,2024-08-01,,,,,,,
3622A3AV2,3.5,9830006.86,.23559171,3.942,260,95,,,,2024-08-01,,,,,,,
3622A3AW0,4,13966960.15,.24543992,4.393,270,81,,,,2024-08-01,,,,,,,
3622A3AX8,3.5,21141290.22,.63677424,4,267,85,,,,2024-08-01,,,,,,,
3622A3AY6,4,7851373.87,.35626977,4.453,264,84,,,,2024-08-01,,,,,,,
3622A3AZ3,4,15546657.28,.30596659,4.405,265,83,,,,2024-08-01,,,,,,,
3622A3A26,4,15716473.34,.28989426,4.409,270,83,,,,2024-08-01,,,,,,,
3622A3A34,4,11056493.06,.21623982,4.443,272,81,,,,2024-08-01,,,,,,,
3622A3A42,4,11071605.08,.20267498,4.415,260,93,,,,2024-08-01,,,,,,,
3622A3A59,4,16873320.6,.40161647,4.5,237,113,,,,2024-08-01,,,,,,,
3622A3A67,5.5,13996443.45,.23646455,5.954,147,203,,,,2024-08-01,,,,,,,
3622A3A75,4.5,5451334,.33974938,4.943,267,84,,,,2024-08-01,,,,,,,
3622A3A83,4.5,9618194.86,.2318412,4.904,268,84,,,,2024-08-01,,,,,,,
3622A3A91,5,16906157.58,.25128992,5.433,192,158,,,,2024-08-01,,,,,,,
3622A3BA7,7,1512359.03,.28211363,7.79,68,283,,,,2024-08-01,,,,,,,
3622A3BB5,7,1700346.15,.30635062,7.765,73,278,,,,2024-08-01,,,,,,,
3622A3BC3,8.5,62135.52,.01043867,9,27,320,,,,2024-08-01,,,,,,,
3622A3BD1,8.5,879289.6,.15901677,9,52,300,,,,2024-08-01,,,,,,,
3622A3BE9,7.5,1414944.6,.27289991,8.281,66,286,,,,2024-08-01,,,,,,,
3622A3BF6,8,793697.91,.15016495,8.5,49,305,,,,2024-08-01,,,,,,,
3622A3BG4,5,12481184.66,.29772217,5.5,158,190,,,,2024-08-01,,,,,,,
3622A3BH2,4.32,26328157.18,.18410147,4.764,206,154,,,,2024-08-01,,,,,,,
3622A3BJ8,4.5,2299596.86,.2503247,5,144,203,,,,2024-08-01,,,,,,,
3622A3BK5,4,5328046.37,.19943714,4.37,222,121,,,,2024-08-01,,,,,,,
3622A3BL3,3,19268118.69,.26886437,3.5,230,117,,,,2024-08-01,,,,,,,
3622A3BM1,3.5,20592110.15,.27919149,4,230,116,,,,2024-08-01,,,,,,,
3622A3BN9,3.5,4842567.16,.15877922,4,252,103,,,,2024-08-01,,,,,,,
3622A3BP4,3.5,6298352.91,.25704849,4,197,150,,,,2024-08-01,,,,,,,
3622A3BQ2,4,6892409.06,.28531809,4.5,202,144,,,,2024-08-01,,,,,,,
3622A3BR0,4,3536169.4,.27036536,4.5,196,154,,,,2024-08-01,,,,,,,
3622A3BS8,4,12858938.07,.25610574,4.424,273,79,,,,2024-08-01,,,,,,,
3622A3BU3,3,71599328.69,.41306066,3.428,254,95,,,,2024-08-01,,,,,,,
3622A3BV1,3,47588298.84,.35747264,3.451,259,95,,,,2024-08-01,,,,,,,
3622A3BW9,3.5,29265948.79,.39190439,3.923,249,100,,,,2024-08-01,,,,,,,
3622A3BX7,3.5,25455691.35,.4287711,3.934,263,87,,,,2024-08-01,,,,,,,
3622A3BY5,3.5,172744951.12,.34056266,3.907,257,93,,,,2024-08-01,,,,,,,
3622A3BZ2,3.5,34675649.07,.2986939,3.881,255,96,,,,2024-08-01,,,,,,,
3622A3B25,3.5,26653353.31,.36068658,3.937,267,85,,,,2024-08-01,,,,,,,
3622A3B33,3.5,143920192.28,.28736318,3.879,251,100,,,,2024-08-01,,,,,,,
3622A3B41,3.5,163248085.74,.31560624,3.904,263,90,,,,2024-08-01,,,,,,,
3622A3B58,3.5,31933330.57,.57070444,4,219,133,,,,2024-08-01,,,,,,,
3622A3B66,4.5,28266921.83,.2905894,5,190,159,,,,2024-08-01,,,,,,,
3622A3B74,4.5,11669927.96,.25207406,5,189,159,,,,2024-08-01,,,,,,,
3622A3B82,4.5,127543479.57,.24685669,5,176,172,,,,2024-08-01,,,,,,,
3622A3B90,4.5,13443713.97,.29623099,5,175,172,,,,2024-08-01,,,,,,,
3622A3CA6,4.5,8184333.02,.25623279,5,100,247,,,,2024-08-01,,,,,,,
3622A3CB4,4.5,40011400.28,.2632127,5,167,183,,,,2024-08-01,,,,,,,
3622A3CC2,6.5,6001232.87,.22641732,7,60,293,,,,2024-08-01,,,,,,,
3622A3CD0,7,1334110.33,.26563346,7.5,68,281,,,,2024-08-01,,,,,,,
3622A3CE8,7,109016.14,.02172287,7.5,46,313,,,,2024-08-01,,,,,,,
3622A3CF5,6,2926969.98,.24648002,6.808,66,285,,,,2024-08-01,,,,,,,
3622A3CG3,3.5,41496933.6,.28236706,4,223,127,,,,2024-08-01,,,,,,,
3622A3CH1,4.5,1901429.33,.2493911,5.07,120,227,,,,2024-08-01,,,,,,,
3622A3CJ7,5,1880559.79,.33553359,5.5,163,186,,,,2024-08-01,,,,,,,
3622A3CK4,3.5,722810.61,.06062692,3.778,104,73,,,,2024-08-01,,,,,,,
3622A3CL2,6.5,4296437.68,.28811876,7.257,76,275,,,,2024-08-01,,,,,,,
3622A3CM0,6,2073274.58,.33063389,6.5,105,244,,,,2024-08-01,,,,,,,
3622A3CN8,4,15922555.76,.25471948,4.365,254,96,,,,2024-08-01,,,,,,,
3622A3CP3,5,5980124.8,.11619558,5.5,270,83,,,,2024-08-01,,,,,,,
3622A3CQ1,4.098,5423751.16,.21645496,4.636,176,183,,,,2024-08-01,,,,,,,
3622A3CR9,3.5,16418400.14,.26933189,3.928,277,79,,,,2024-08-01,,,,,,,
3622A3CS7,4,19234048.51,.2991421,4.444,275,78,,,,2024-08-01,,,,,,,
3622A3CT5,4,42099589.93,.56026519,4.5,236,111,,,,2024-08-01,,,,,,,
3622A3CU2,4,7179280.25,.21738896,4.5,233,115,,,,2024-08-01,,,,,,,
3622A3CV0,4,15246348.6,.19857906,4.434,273,80,,,,2024-08-01,,,,,,,
3622A3CW8,4,564108.66,.01880299,4.338,256,73,,,,2024-08-01,,,,,,,
3622A3CX6,3,2712703.4,.10724141,3.351,31,145,,,,2024-08-01,,,,,,,
3622A3CY4,2.5,2487675.7,.21058841,3.068,91,83,,,,2024-08-01,,,,,,,
3622A3CZ1,5.5,31198501.73,.25720065,5.954,147,204,,,,2024-08-01,,,,,,,
3622A3C24,3.5,29152540.4,.28204055,3.864,253,99,,,,2024-08-01,,,,,,,
3622A3C32,6.141,728874.29,.23324432,6.626,204,156,,,,2024-08-01,,,,,,,
3622A3C40,6.551,1909807.17,.2382526,7.073,191,169,,,,2024-08-01,,,,,,,
3622A3C57,4.463,2951928.12,.2664232,5.086,201,159,,,,2024-08-01,,,,,,,
3622A3C65,5.957,467664.42,.10441375,6.593,201,159,,,,2024-08-01,,,,,,,
3622A3C73,6.107,1048487.34,.178775,6.754,207,153,,,,2024-08-01,,,,,,,
3622A3C81,4,6723676.97,.30459264,4.51,277,77,,,,2024-08-01,,,,,,,
3622A3C99,4,11378933.51,.27115979,4.433,277,81,,,,2024-08-01,,,,,,,
3622A3DA5,3.5,18206302.4,.28915758,3.958,273,82,,,,2024-08-01,,,,,,,
3622A3DB3,5,9408681.59,.30525088,5.297,284,72,,,,2024-08-01,,,,,,,
3622A3DC1,5,6055745.8,.07976503,5.5,273,80,,,,2024-08-01,,,,,,,
3622A3DD9,4,8644099.45,.16933745,4.395,275,76,,,,2024-08-01,,,,,,,
3622AAAA2,3.5,112301062.26,.35923078,3.921,264,83,,,,2024-08-01,,,,,,,
3622AAAB0,4,4206637.12,.3536657,4.449,155,80,,,,2024-08-01,,,,,,,
3622AAAC8,4.5,15127965.54,.17217882,4.964,285,72,,,,2024-08-01,,,,,,,
3622AAAD6,4.5,36879897.16,.1805547,4.933,282,73,,,,2024-08-01,,,,,,,
3622AAAE4,4.5,12686302.71,.31312611,5,176,172,,,,2024-08-01,,,,,,,
3622AAAF1,3.5,183170.32,.03473646,3.778,104,73,,,,2024-08-01,,,,,,,
3622AAAG9,3.5,238714007.58,.2821547,3.842,212,133,,,,2024-08-01,,,,,,,
3622AAAH7,5,172235.35,.00699493,5.5,284,73,,,,2024-08-01,,,,,,,
3622AAAJ3,6.5,3072159.57,.23914889,6.922,139,211,,,,2024-08-01,,,,,,,
3622AAAK0,3.5,408730.69,.07664008,4,23,154,,,,2024-08-01,,,,,,,
3622AAAL8,4,15611055.56,.25994329,4.486,277,75,,,,2024-08-01,,,,,,,
3622AAAM6,7,1434603.79,.28481353,7.749,69,282,,,,2024-08-01,,,,,,,
3622AAAN4,4,13591486.69,.25314376,4.444,273,81,,,,2024-08-01,,,,,,,
3622AAAP9,4,19917263.28,.35845437,4.45,274,81,,,,2024-08-01,,,,,,,
3622AAAQ7,9,295207.12,.05676794,9.5,41,313,,,,2024-08-01,,,,,,,
3622AAAR5,6.5,1434190.64,.27929993,7,84,268,,,,2024-08-01,,,,,,,
3622AAAS3,4.5,7765831.13,.26667104,5,260,92,,,,2024-08-01,,,,,,,
3622AAAT1,6,12529773.43,.3314939,6.5,146,204,,,,2024-08-01,,,,,,,
3622AAAU8,6.5,5966303.35,.33824439,7,118,232,,,,2024-08-01,,,,,,,
3622AAAV6,7.5,1104535.51,.1942162,8,49,305,,,,2024-08-01,,,,,,,
3622AAAW4,6.5,3940304.21,.29250776,7.169,79,272,,,,2024-08-01,,,,,,,
3622AAAX2,3,7253972.77,.10516321,3.503,277,77,,,,2024-08-01,,,,,,,
3622AAAY0,3.5,15559494.35,.31072474,3.83,215,131,,,,2024-08-01,,,,,,,
3622AAAZ7,7,796674.21,.1577399,7.75,35,320,,,,2024-08-01,,,,,,,
3622AAA20,5.5,1138045.23,.2138339,5.926,273,74,,,,2024-08-01,,,,,,,
3622AAA38,4.5,6012713.79,.09486258,5.056,284,71,,,,2024-08-01,,,,,,,
3622AAA46,6,1308001.4,.2433605,6.807,59,294,,,,2024-08-01,,,,,,,
3622AAA53,3.5,20258047.82,.33227812,4,214,129,,,,2024-08-01,,,,,,,
3622AAA61,4.5,16681167.79,.31344792,4.931,277,74,,,,2024-08-01,,,,,,,
3622AAA79,4,15271270.58,.24811178,4.462,271,82,,,,2024-08-01,,,,,,,
3622AAA87,4,20609457.8,.20242621,4.377,269,87,,,,2024-08-01,,,,,,,
3622AAA95,4,7220899.97,.21777325,4.464,271,80,,,,2024-08-01,,,,,,,
3622AABA1,4,11126135.3,.28910598,4.45,271,82,,,,2024-08-01,,,,,,,
3622AABB9,4,3390830.66,.26412787,4.45,270,78,,,,2024-08-01,,,,,,,
3622AABC7,4,5682663.77,.33049693,4.42,262,88,,,,2024-08-01,,,,,,,
3622AABD5,4,13367083.63,.46077136,4.508,278,70,,,,2024-08-01,,,,,,,
3622AABE3,4,12208466.85,.32638582,4.5,180,167,,,,2024-08-01,,,,,,,
3622AABF0,4,7956592.5,.31234926,4.5,231,117,,,,2024-08-01,,,,,,,
3622AABG8,4,5655049.2,.20050088,4.5,236,115,,,,2024-08-01,,,,,,,
3622AABH6,4,13370394.89,.22739695,4.44,279,78,,,,2024-08-01,,,,,,,
3622AABJ2,4,32868784.81,.30491364,4.415,273,80,,,,2024-08-01,,,,,,,
3622AABK9,4,21659066.67,.2493579,4.435,272,82,,,,2024-08-01,,,,,,,
3622AABL7,5,845997.96,.02030451,5.273,279,68,,,,2024-08-01,,,,,,,
3622AABM5,4,5400167.51,.3781717,4.342,200,149,,,,2024-08-01,,,,,,,
3622AABN3,4.5,4851319.55,.26621735,5,253,97,,,,2024-08-01,,,,,,,
3622AABP8,8,1488464.6,.28810189,8.766,59,292,,,,2024-08-01,,,,,,,
3622AABQ6,5,10010378.42,.47509916,5.5,239,106,,,,2024-08-01,,,,,,,
3622AABR4,3,2224987.2,.07006768,3.479,273,82,,,,2024-08-01,,,,,,,
3622AABS2,3.5,10193972.72,.27972983,3.907,262,87,,,,2024-08-01,,,,,,,
3622AABT0,5,3748529.62,.50791102,5.5,186,167,,,,2024-08-01,,,,,,,
3622AABU7,4.5,3223415.8,.3253118,5,175,174,,,,2024-08-01,,,,,,,
3622AABV5,4,4216678.21,.23441298,4.5,258,92,,,,2024-08-01,,,,,,,
3622AABW3,5.5,6637060.07,.30601894,6,131,216,,,,2024-08-01,,,,,,,
3622AABY9,4,52385826.55,.21661992,4.5,246,107,,,,2024-08-01,,,,,,,
3622AABZ6,4.5,7678558.66,.05724233,4.979,286,69,,,,2024-08-01,,,,,,,
3622AAB29,5,2209758.21,.08674575,5.287,280,67,,,,2024-08-01,,,,,,,
3622AAB37,4.5,1168502.53,.02253751,4.965,289,67,,,,2024-08-01,,,,,,,
3622AAB45,3.816,693207.73,.05946151,4.329,289,71,,,,2024-08-01,,,,,,,
3622AAB52,4,8891218.05,.30609705,4.5,185,162,,,,2024-08-01,,,,,,,
3622AAB60,7,1389850.85,.27334839,7.5,59,293,,,,2024-08-01,,,,,,,
3622AAB78,3.5,2693158.08,.35229511,4,195,151,,,,2024-08-01,,,,,,,
3622AAB86,8,640963.48,.11969537,8.5,33,322,,,,2024-08-01,,,,,,,
3622AAB94,4,5056007.38,.27278121,4.5,193,156,,,,2024-08-01,,,,,,,
3622AACA0,4,4089722.39,.30675806,4.5,255,92,,,,2024-08-01,,,,,,,
3622AACB8,5,10332236.07,.19751313,5.412,282,72,,,,2024-08-01,,,,,,,
