cusip,interestrate,remainingbalance,factor,gwac,wam,wala,indicator,istbaelig,cpr,date,cdr,predictedcpr,predictedcprnext,predictedcdr,predictedcdrnext,cprnext,cdrnext
36241K6R4,5,12760755.23,.02552125,5.5,166,183,,,,2024-08-01,,,,,,,
36241K6S2,4.5,3305071.83,.01652494,5,162,183,,,,2024-08-01,,,,,,,
36241K6T0,4,12651998.41,.0451849,4.5,164,184,,,,2024-08-01,,,,,,,
36241K6U7,4,7480475.33,.06233469,4.5,164,183,,,,2024-08-01,,,,,,,
36241K6V5,5,1381241.34,.03452671,5.5,168,182,,,,2024-08-01,,,,,,,
36241K6W3,5,6582465.43,.02194118,5.5,156,195,,,,2024-08-01,,,,,,,
36241K6X1,5,6537897.32,.01816057,5.5,169,184,,,,2024-08-01,,,,,,,
36241K6Y9,6,1128130.29,.01128073,6.5,152,192,,,,2024-08-01,,,,,,,
36241K7B8,5,21643534.31,.02278254,5.5,165,185,,,,2024-08-01,,,,,,,
36241K7C6,5,13578333.96,.02688752,5.5,164,184,,,,2024-08-01,,,,,,,
36241K7D4,5,1003078.8,.02005957,5.468,157,191,,,,2024-08-01,,,,,,,
36241K7F9,5,9554844.62,.01910949,5.5,169,182,,,,2024-08-01,,,,,,,
36241K7G7,6.5,639966.67,.02052184,7,159,192,,,,2024-08-01,,,,,,,
36241K7H5,5,21100239.1,.03836372,5.5,166,183,,,,2024-08-01,,,,,,,
36241K7J1,5,2612515.58,.0520277,5.5,162,185,,,,2024-08-01,,,,,,,
36241K7K8,5,2727887.97,.0610605,5.5,163,182,,,,2024-08-01,,,,,,,
36241K7L6,5.5,414797.05,.0069127,6,155,192,,,,2024-08-01,,,,,,,
36241LAA4,5.5,966700.42,.01933207,6,149,199,,,,2024-08-01,,,,,,,
36241LAB2,7,480193.63,.04648025,7.5,61,291,,,,2024-08-01,,,,,,,
36241LAC0,7,1619367.23,.06637921,7.5,79,273,,,,2024-08-01,,,,,,,
36241LAD8,5,6904466,.01972676,5.5,165,185,,,,2024-08-01,,,,,,,
36241LAE6,5.5,3716438.63,.02322701,6,157,188,,,,2024-08-01,,,,,,,
36241LAF3,5.5,1587145.27,.01322565,6,146,201,,,,2024-08-01,,,,,,,
36241LAG1,5,17109355.71,.02444176,5.5,161,188,,,,2024-08-01,,,,,,,
36241LAH9,6,1152408.3,.01440521,6.5,164,189,,,,2024-08-01,,,,,,,
36241LAJ5,5,4995789.07,.01665235,5.5,159,190,,,,2024-08-01,,,,,,,
36241LAK2,5,12397400.99,.02479455,5.5,165,185,,,,2024-08-01,,,,,,,
36241LAL0,5.5,3885898.79,.01363449,6,148,200,,,,2024-08-01,,,,,,,
36241LAM8,5,13736518.95,.02747276,5.5,169,181,,,,2024-08-01,,,,,,,
36241LAN6,5.5,7928885.2,.01539574,6,154,194,,,,2024-08-01,,,,,,,
36241LAP1,5.5,414811.98,.01658916,5.995,156,192,,,,2024-08-01,,,,,,,
36241LAQ9,6,3898418.76,.01299451,6.5,154,197,,,,2024-08-01,,,,,,,
36241LAR7,5,10078935.89,.02015767,5.5,161,188,,,,2024-08-01,,,,,,,
36241LAS5,6,1389394.13,.01355267,6.5,156,193,,,,2024-08-01,,,,,,,
36241LAT3,6,2131611.49,.01049856,6.5,161,191,,,,2024-08-01,,,,,,,
36241LAU0,5,9097739.93,.02272281,5.5,164,186,,,,2024-08-01,,,,,,,
36241LAV8,5.5,1523608.99,.02299894,6,156,192,,,,2024-08-01,,,,,,,
36241LAW6,5.5,3755937.17,.03764366,6,105,245,,,,2024-08-01,,,,,,,
36241LAX4,4.5,3741366.4,.02454182,5,109,238,,,,2024-08-01,,,,,,,
36241LAY2,5.5,2477562,.02477438,6,157,187,,,,2024-08-01,,,,,,,
36241LA22,5.5,2229875.27,.02229763,6,164,186,,,,2024-08-01,,,,,,,
36241LA30,5.5,2014642.03,.02014541,6,161,190,,,,2024-08-01,,,,,,,
36241LA48,5,1824185.55,.03131307,5.5,164,183,,,,2024-08-01,,,,,,,
36241LA55,5.5,472320.38,.0122699,6,161,190,,,,2024-08-01,,,,,,,
36241LA63,6,1754024.41,.01753936,6.5,156,193,,,,2024-08-01,,,,,,,
36241LA71,5,1949662.32,.02436925,5.5,170,180,,,,2024-08-01,,,,,,,
36241LA89,5.5,7044929.28,.01304604,6,158,191,,,,2024-08-01,,,,,,,
36241LA97,6,1952257.58,.00976104,6.5,155,193,,,,2024-08-01,,,,,,,
36241LBA3,5,1602296.89,.02002745,5.5,171,181,,,,2024-08-01,,,,,,,
36241LBB1,5,6648614.07,.02276883,5.5,166,183,,,,2024-08-01,,,,,,,
36241LBC9,6,4121778.36,.01373903,6.5,154,197,,,,2024-08-01,,,,,,,
36241LBD7,4.5,8898168.64,.02966006,5,168,181,,,,2024-08-01,,,,,,,
36241LBE5,4.5,7758565.15,.02586145,5,165,182,,,,2024-08-01,,,,,,,
36241LBF2,5,16431358.38,.03286238,5.5,168,182,,,,2024-08-01,,,,,,,
36241LBG0,6,2624712.66,.01312323,6.5,156,193,,,,2024-08-01,,,,,,,
36241LBH8,6,4491744.5,.01497223,6.5,155,195,,,,2024-08-01,,,,,,,
36241LBJ4,6,8273299.6,.01034155,6.5,155,193,,,,2024-08-01,,,,,,,
36241LBK1,6,1332903.03,.01625392,6.5,153,194,,,,2024-08-01,,,,,,,
36241LBL9,6,4673605.05,.01557842,6.5,153,196,,,,2024-08-01,,,,,,,
36241LBM7,6,2397574.52,.01598329,6.5,151,196,,,,2024-08-01,,,,,,,
36241LBN5,6,5348388.54,.01069667,6.5,155,195,,,,2024-08-01,,,,,,,
36241LBP0,6,6124944.75,.02041614,6.5,135,214,,,,2024-08-01,,,,,,,
36241LBQ8,5.5,2611952.07,.02106328,6,171,181,,,,2024-08-01,,,,,,,
36241LBR6,5.5,2567792.84,.04543103,6,103,242,,,,2024-08-01,,,,,,,
36241LBS4,5,15880102.23,.03175988,5.5,170,181,,,,2024-08-01,,,,,,,
36241LBV7,6,4058286.3,.01560849,6.5,157,192,,,,2024-08-01,,,,,,,
36241LBW5,6,5874565.67,.01174901,6.5,154,195,,,,2024-08-01,,,,,,,
36241LBX3,6,6073654.58,.01214718,6.5,155,193,,,,2024-08-01,,,,,,,
36241LBY1,6,6878076.52,.01375601,6.5,154,195,,,,2024-08-01,,,,,,,
36241LB21,6,9541063.93,.01590164,6.5,156,193,,,,2024-08-01,,,,,,,
36241LB39,6,4312950.57,.01437626,6.5,156,192,,,,2024-08-01,,,,,,,
36241LB47,5.5,10299299.13,.01806878,6,146,202,,,,2024-08-01,,,,,,,
36241LB54,6,2139655.77,.01258584,6.5,157,193,,,,2024-08-01,,,,,,,
36241LB62,6,5730835.36,.01146155,6.5,156,194,,,,2024-08-01,,,,,,,
36241LB70,6,3233049.69,.01154639,6.5,153,196,,,,2024-08-01,,,,,,,
36241LB88,5.5,7916080.23,.01552157,6,164,186,,,,2024-08-01,,,,,,,
36241LB96,7.5,655587.31,.06375311,8,88,263,,,,2024-08-01,,,,,,,
36241LCA2,5,3167134.43,.04185277,5.5,164,179,,,,2024-08-01,,,,,,,
36241LCB0,5.5,8063462.6,.01612676,6,160,188,,,,2024-08-01,,,,,,,
36241LCC8,6.5,548483.06,.04914202,7.189,65,286,,,,2024-08-01,,,,,,,
36241LCD6,6,4487219.51,.01494869,6.5,155,196,,,,2024-08-01,,,,,,,
36241LCE4,8.5,2732.56,.00023394,9,28,325,,,,2024-08-01,,,,,,,
36241LCF1,7.5,433814.44,.0191233,8,67,285,,,,2024-08-01,,,,,,,
36241LCK0,5.5,2116929.35,.01411239,6,157,187,,,,2024-08-01,,,,,,,
36241LCL8,6,4553486.63,.01517803,6.5,148,200,,,,2024-08-01,,,,,,,
36241LCM6,6,2471928.89,.02166567,6.5,150,199,,,,2024-08-01,,,,,,,
36241LCP9,6.5,830969.79,.05446008,7,78,274,,,,2024-08-01,,,,,,,
36241LCQ7,6,928875.01,.06384232,6.383,107,242,,,,2024-08-01,,,,,,,
36241LCR5,5.5,9988931.62,.01560758,6,155,195,,,,2024-08-01,,,,,,,
36241LCS3,4.5,3975742.28,.0331298,5,165,183,,,,2024-08-01,,,,,,,
36241LCT1,5,4850758.11,.02425318,5.5,170,178,,,,2024-08-01,,,,,,,
36241LCU8,4.5,18130411,.03237544,5,165,182,,,,2024-08-01,,,,,,,
36241LCV6,5,13752539.54,.05273131,5.5,170,178,,,,2024-08-01,,,,,,,
36241LCW4,5,16019935.27,.07698769,5.5,170,179,,,,2024-08-01,,,,,,,
36241LCX2,5,9669767.68,.09198211,5.5,163,181,,,,2024-08-01,,,,,,,
36241LCY0,4.5,15266258.5,.0293579,5,168,181,,,,2024-08-01,,,,,,,
36241LC20,5.5,8901357.62,.01633261,6,153,195,,,,2024-08-01,,,,,,,
36241LC46,4.5,2602940.48,.02169026,5,161,181,,,,2024-08-01,,,,,,,
36241LC53,6,4562063.94,.01520662,6.5,151,195,,,,2024-08-01,,,,,,,
36241LC87,6,6067689.4,.01213525,6.5,155,194,,,,2024-08-01,,,,,,,
36241LC95,7,625259.82,.05209051,7.5,65,285,,,,2024-08-01,,,,,,,
36241LDA1,5.5,1323604.69,.01131237,6,153,195,,,,2024-08-01,,,,,,,
36241LDB9,6,8774741.15,.01462444,6.5,157,191,,,,2024-08-01,,,,,,,
36241LDF0,6.5,413941.45,.02694178,7,55,299,,,,2024-08-01,,,,,,,
36241LDG8,6,1105477.18,.01105421,6.5,161,191,,,,2024-08-01,,,,,,,
36241LDH6,4.5,9430264.98,.02946911,5,171,178,,,,2024-08-01,,,,,,,
36241LDJ2,6,8314467.96,.01240956,6.5,159,191,,,,2024-08-01,,,,,,,
36241LDK9,4.5,985873.46,.02464375,5,171,177,,,,2024-08-01,,,,,,,
36241LDM5,5.5,9946452.62,.01371915,6,155,191,,,,2024-08-01,,,,,,,
36241LDN3,6,6386960.56,.01277379,6.5,156,193,,,,2024-08-01,,,,,,,
36241LDP8,4.5,4327213.01,.09779382,5,160,179,,,,2024-08-01,,,,,,,
36241LDS2,5,2363838.5,.0236372,5.5,165,183,,,,2024-08-01,,,,,,,
36241LDV5,7,972422.38,.02404048,7.5,51,303,,,,2024-08-01,,,,,,,
36241LDW3,4.5,7709032.44,.09642016,5,163,180,,,,2024-08-01,,,,,,,
36241LDX1,4.5,6561107.53,.10899726,5,164,180,,,,2024-08-01,,,,,,,
36241LDZ6,7.5,570125.93,.01870622,8,28,327,,,,2024-08-01,,,,,,,
36241LD29,6,44831.13,.0042319,6.5,112,212,,,,2024-08-01,,,,,,,
36241LD37,5.5,1350302.62,.0145186,6,156,191,,,,2024-08-01,,,,,,,
36241LD45,4,109387.52,.00066293,4.5,3,176,,,,2024-08-01,,,,,,,
36241LD52,6,959333.65,.07337431,6.5,108,236,,,,2024-08-01,,,,,,,
36241LD60,4,1490758.39,.05520305,4.5,167,181,,,,2024-08-01,,,,,,,
36241LD78,5.5,10626488.59,.01465712,6,155,192,,,,2024-08-01,,,,,,,
36241LD86,5.5,4237698.62,.01695045,6,143,203,,,,2024-08-01,,,,,,,
36241LD94,5.5,2735691.83,.01823733,6,151,199,,,,2024-08-01,,,,,,,
36241LEA0,5,11339611.64,.02765725,5.5,169,180,,,,2024-08-01,,,,,,,
36241LEB8,5.5,2157503.95,.01348397,6,154,195,,,,2024-08-01,,,,,,,
36241LEC6,6,9052844.31,.0181055,6.5,148,201,,,,2024-08-01,,,,,,,
36241LED4,5.5,9369105.9,.01873802,6,162,185,,,,2024-08-01,,,,,,,
36241LEE2,6,8054484.84,.0161088,6.5,152,197,,,,2024-08-01,,,,,,,
36241LEG7,6,8661917.6,.01732366,6.5,155,193,,,,2024-08-01,,,,,,,
36241LEH5,5.5,1458770.85,.00767753,6,157,188,,,,2024-08-01,,,,,,,
36241LEJ1,6,6829193.07,.01365824,6.5,156,193,,,,2024-08-01,,,,,,,
36241LEL6,5.5,77598.26,.00168801,5.899,160,193,,,,2024-08-01,,,,,,,
36241LES1,4.5,4361.99,.00039235,5,4,175,,,,2024-08-01,,,,,,,
36241LET9,4,17916006.73,.07166259,4.5,169,178,,,,2024-08-01,,,,,,,
36241LEU6,8,489912.62,.01616187,8.5,21,336,,,,2024-08-01,,,,,,,
36241LEV4,5.5,81809.7,.0079887,6,167,183,,,,2024-08-01,,,,,,,
36241LEW2,6.5,9079120.06,.04618886,7,156,192,,,,2024-08-01,,,,,,,
36241LEX0,6,5821249.17,.04934688,6.5,150,199,,,,2024-08-01,,,,,,,
36241LEY8,6,1894337.98,.02873208,6.5,159,195,,,,2024-08-01,,,,,,,
36241LEZ5,6.5,1345122.98,.02845974,7,141,198,,,,2024-08-01,,,,,,,
36241LE28,6.5,9281470.54,.06783346,7,151,192,,,,2024-08-01,,,,,,,
36241LE36,6.5,2448536.07,.0355529,7,45,309,,,,2024-08-01,,,,,,,
36241LE44,6.5,4230669.6,.04164865,7,62,290,,,,2024-08-01,,,,,,,
36241LE51,6.5,11928.08,.00015574,7,10,275,,,,2024-08-01,,,,,,,
36241LE69,6,16179204.34,.0694269,6.5,155,191,,,,2024-08-01,,,,,,,
36241LE77,6,27564208.21,.01867651,6.5,155,194,,,,2024-08-01,,,,,,,
36241LE85,6,6669781.12,.05399442,6.5,117,231,,,,2024-08-01,,,,,,,
36241LE93,6,2212837.37,.04600318,6.5,107,243,,,,2024-08-01,,,,,,,
36241LFA9,7,5791041.27,.06288566,7.5,74,277,,,,2024-08-01,,,,,,,
36241LFB7,7,4747304.61,.05572874,7.5,67,284,,,,2024-08-01,,,,,,,
36241LFC5,6,3991791.56,.07504482,6.5,89,256,,,,2024-08-01,,,,,,,
36241LFD3,6,203014.03,.00430384,6.55,169,185,,,,2024-08-01,,,,,,,
36241LFE1,5.5,4439995.7,.04406511,6,159,187,,,,2024-08-01,,,,,,,
36241LFF8,7,4784502.43,.07577624,7.751,71,279,,,,2024-08-01,,,,,,,
36241LFM3,6,4012596.75,.02006248,6.5,153,194,,,,2024-08-01,,,,,,,
36241LFT8,5,5163469,.0516321,5.5,161,180,,,,2024-08-01,,,,,,,
36241LFU5,5,14589098.2,.06066026,5.5,168,180,,,,2024-08-01,,,,,,,
36241LFV3,6,3219496.28,.01504402,6.5,158,193,,,,2024-08-01,,,,,,,
36241LFW1,6,1928533.83,.01928437,6.5,157,191,,,,2024-08-01,,,,,,,
36241LFX9,5.5,3845611.91,.01922757,6,150,198,,,,2024-08-01,,,,,,,
36241LFY7,5.5,10852814.16,.02170541,6,154,196,,,,2024-08-01,,,,,,,
36241LF27,5.5,7980694.82,.01596123,6,155,193,,,,2024-08-01,,,,,,,
36241LF35,5.5,9337775.3,.01867536,6,157,191,,,,2024-08-01,,,,,,,
36241LF43,5.5,9971082.45,.01881318,6,159,190,,,,2024-08-01,,,,,,,
36241LF50,5,3995782.77,.08709203,5.5,168,177,,,,2024-08-01,,,,,,,
36241LF68,5,3995782.65,.08709203,5.5,168,177,,,,2024-08-01,,,,,,,
36241LF76,5.5,8275010.03,.01654985,6,154,195,,,,2024-08-01,,,,,,,
36241LF84,5.5,1367375.39,.03801247,6,162,184,,,,2024-08-01,,,,,,,
36241LF92,5.5,7107680.74,.07583986,6,156,187,,,,2024-08-01,,,,,,,
36241LGA8,5.5,1921930.54,.07541228,6,154,196,,,,2024-08-01,,,,,,,
36241LGB6,5.5,2752212.68,.04997858,6,163,186,,,,2024-08-01,,,,,,,
36241LGC4,7.5,540297.62,.03594314,8,61,293,,,,2024-08-01,,,,,,,
36241LGD2,5.5,9232950.38,.01895819,6,155,193,,,,2024-08-01,,,,,,,
36241LGE0,7,948621.89,.035133,7.348,152,193,,,,2024-08-01,,,,,,,
36241LGG5,5,3311617.07,.04204288,5.5,104,245,,,,2024-08-01,,,,,,,
36241LGK6,4.5,9337535.94,.12326074,5,170,175,,,,2024-08-01,,,,,,,
36241LGL4,4,112267.44,.00172705,4.5,6,173,,,,2024-08-01,,,,,,,
36241LGM2,7,368669.94,.03275451,7.5,150,189,,,,2024-08-01,,,,,,,
36241LGN0,4,14703602,.06534789,4.5,165,177,,,,2024-08-01,,,,,,,
36241LGP5,4.5,4371151.68,.03642474,5,169,177,,,,2024-08-01,,,,,,,
36241LGQ3,4.5,24284656.03,.04670081,5,172,177,,,,2024-08-01,,,,,,,
36241LGR1,4.5,154322.43,.00077227,5,5,175,,,,2024-08-01,,,,,,,
36241LGS9,5.5,2746133.35,.02566499,5.921,164,185,,,,2024-08-01,,,,,,,
36241LGT7,6,4158325.39,.0207911,6.5,155,193,,,,2024-08-01,,,,,,,
36241LGU4,5.5,9106028.95,.01821187,6,151,198,,,,2024-08-01,,,,,,,
36241LGV2,4.5,1243066.2,.02259914,5,169,174,,,,2024-08-01,,,,,,,
36241LGW0,5.5,3564177.82,.02546418,5.941,160,187,,,,2024-08-01,,,,,,,
36241LGX8,6,1364128.42,.02351742,6.5,163,187,,,,2024-08-01,,,,,,,
36241LGY6,5.5,1700165.79,.03307392,6,160,181,,,,2024-08-01,,,,,,,
36241LGZ3,5.5,1124694.53,.03026584,6,167,176,,,,2024-08-01,,,,,,,
36241LG26,4.5,3769959.01,.0376977,5,175,173,,,,2024-08-01,,,,,,,
36241LG34,5,6153485.85,.06153178,5.5,174,176,,,,2024-08-01,,,,,,,
36241LG59,5.5,1632565.91,.01632484,6,152,195,,,,2024-08-01,,,,,,,
36241LG67,6,1184407.11,.02368577,6.5,151,197,,,,2024-08-01,,,,,,,
36241LG83,5.5,1618409.25,.01618328,6,158,187,,,,2024-08-01,,,,,,,
36241LG91,4.5,22983411.04,.04596636,5,176,174,,,,2024-08-01,,,,,,,
36241LHA7,4.5,33624589.18,.0395581,5,175,174,,,,2024-08-01,,,,,,,
36241LHB5,4.5,4895199.57,.03059404,5,175,175,,,,2024-08-01,,,,,,,
36241LHC3,4.5,5378511.7,.04481906,5,173,173,,,,2024-08-01,,,,,,,
36241LHD1,5.5,249735.63,.02415092,6,127,213,,,,2024-08-01,,,,,,,
36241LHE9,5.5,2481081.34,.02480957,6,163,190,,,,2024-08-01,,,,,,,
36241LHF6,4.5,10585413.28,.05089018,5,174,174,,,,2024-08-01,,,,,,,
36241LHG4,4.5,4704113.18,.0391993,5,173,172,,,,2024-08-01,,,,,,,
36241LHH2,5,12691377.57,.03430055,5.5,172,176,,,,2024-08-01,,,,,,,
36241LHK5,5.5,2966501.26,.02966352,6,164,184,,,,2024-08-01,,,,,,,
36241LHL3,4.5,7679996.31,.04654402,5,172,175,,,,2024-08-01,,,,,,,
36241LHM1,5.5,3037528.73,.03037376,6,165,185,,,,2024-08-01,,,,,,,
36241LHN9,5.5,2139688.38,.02139581,6,153,192,,,,2024-08-01,,,,,,,
36241LHP4,5.5,1815170.8,.0181508,6,149,200,,,,2024-08-01,,,,,,,
36241LHQ2,5,1042641.07,.04038606,5.5,107,242,,,,2024-08-01,,,,,,,
36241LHR0,5,5283737.58,.03461229,5.5,173,176,,,,2024-08-01,,,,,,,
36241LHT6,5.5,1475444.7,.02749027,6,163,187,,,,2024-08-01,,,,,,,
36241LHU3,5,2856362.93,.05148953,5.5,169,180,,,,2024-08-01,,,,,,,
36241LHV1,5.5,2739596.98,.0273946,5.973,160,187,,,,2024-08-01,,,,,,,
36241LHY5,6,4715696.7,.02357789,6.5,161,186,,,,2024-08-01,,,,,,,
36241LH25,5,10253035.76,.02050586,5.5,167,182,,,,2024-08-01,,,,,,,
36241LH33,6,173970.51,.01137134,6.485,113,197,,,,2024-08-01,,,,,,,
36241LH58,5.5,3246675.02,.03246512,6,164,183,,,,2024-08-01,,,,,,,
36241LH66,5.5,2773818.3,.02719296,5.957,158,189,,,,2024-08-01,,,,,,,
36241LH74,6,2218223.61,.0170626,6.5,154,195,,,,2024-08-01,,,,,,,
36241LH82,4.5,29101111.3,.04041792,5,176,174,,,,2024-08-01,,,,,,,
36241LH90,4.5,13817997.18,.02763571,5,171,178,,,,2024-08-01,,,,,,,
36241LJA5,6,2278510.5,.02278396,6.5,155,197,,,,2024-08-01,,,,,,,
36241LJB3,5,4116708.86,.02744381,5.5,175,175,,,,2024-08-01,,,,,,,
36241LJC1,6,2462578.54,.02462455,6.5,149,203,,,,2024-08-01,,,,,,,
36241LJD9,6,2198874.25,.02198764,6.5,156,193,,,,2024-08-01,,,,,,,
36241LJF4,5,4315494.96,.04315279,5.5,170,173,,,,2024-08-01,,,,,,,
36241LJG2,5,4731727.47,.0473149,5.5,176,174,,,,2024-08-01,,,,,,,
36241LJH0,6,5570007.11,.02784933,6.5,153,195,,,,2024-08-01,,,,,,,
36241LJJ6,6,1813096.36,.01813005,6.5,154,194,,,,2024-08-01,,,,,,,
36241LJK3,6,2451501.16,.02451378,6.5,155,194,,,,2024-08-01,,,,,,,
36241LJL1,6,3817157.2,.0181765,6.5,152,195,,,,2024-08-01,,,,,,,
36241LJM9,4,152451.51,.00142541,4.5,7,173,,,,2024-08-01,,,,,,,
36241LJN7,5,2165010.3,.0365553,5.5,104,243,,,,2024-08-01,,,,,,,
36241LJR8,6,4215696.84,.02107795,6.5,153,196,,,,2024-08-01,,,,,,,
36241LJS6,5.5,2687176.52,.03892417,6,111,240,,,,2024-08-01,,,,,,,
36241LJT4,5,12265456.5,.04906084,5.5,178,171,,,,2024-08-01,,,,,,,
36241LJV9,5.5,2476725.17,.02414864,6,162,187,,,,2024-08-01,,,,,,,
36241LJW7,4,1148008.38,.00306131,4.5,9,170,,,,2024-08-01,,,,,,,
36241LJX5,6,1391475.26,.02046136,6.5,151,197,,,,2024-08-01,,,,,,,
36241LJY3,5,1238503.98,.06256699,5.5,167,184,,,,2024-08-01,,,,,,,
36241LJZ0,6,102046.32,.00566761,6.463,151,194,,,,2024-08-01,,,,,,,
36241LJ23,6.45,1093150.05,.10706695,6.95,72,277,,,,2024-08-01,,,,,,,
36241LJ31,5.5,148935.14,.00830183,5.943,151,198,,,,2024-08-01,,,,,,,
36241LJ49,5.5,10047977.07,.02009575,6,155,193,,,,2024-08-01,,,,,,,
36241LJ56,5,409527.42,.04069597,5.5,162,187,,,,2024-08-01,,,,,,,
36241LJ80,6,2560860.93,.02133961,6.5,154,196,,,,2024-08-01,,,,,,,
36241LJ98,5.5,11190337.47,.02151967,6,155,195,,,,2024-08-01,,,,,,,
36241LKA3,4.5,16126086.95,.05375272,5,176,173,,,,2024-08-01,,,,,,,
36241LKB1,4.5,7846067.6,.03269126,5,173,173,,,,2024-08-01,,,,,,,
36241LKC9,6,2028600.6,.04022288,6.5,123,226,,,,2024-08-01,,,,,,,
36241LKD7,5,2916448.63,.03699668,5.5,165,178,,,,2024-08-01,,,,,,,
36241LKF2,5.5,1592209.19,.01592129,6,153,196,,,,2024-08-01,,,,,,,
36241LKH8,5,3237161.57,.03236999,5.5,171,177,,,,2024-08-01,,,,,,,
36241LKJ4,5,448513.56,.02242007,5.5,173,179,,,,2024-08-01,,,,,,,
36241LKK1,5,5126288.09,.03417411,5.5,172,177,,,,2024-08-01,,,,,,,
36241LKL9,6,2080062.66,.02079958,6.5,154,197,,,,2024-08-01,,,,,,,
36241LKM7,6,3227737.1,.02409774,6.5,145,204,,,,2024-08-01,,,,,,,
36241LKN5,6,2002799.71,.02002699,6.5,157,193,,,,2024-08-01,,,,,,,
36241LKQ8,6,2261855.01,.04788239,6.5,100,247,,,,2024-08-01,,,,,,,
36241LKR6,7,759785.42,.07333095,7.5,62,290,,,,2024-08-01,,,,,,,
36241LKS4,5,7843.1,.00028401,5.5,6,174,,,,2024-08-01,,,,,,,
36241LKT2,4.5,11765990.53,.09374308,5,178,170,,,,2024-08-01,,,,,,,
36241LKU9,4.5,7697071.61,.06296778,5,172,173,,,,2024-08-01,,,,,,,
36241LKV7,4.5,18613114.1,.24636944,5,179,174,,,,2024-08-01,,,,,,,
36241LKW5,6.1,3824056.31,.14510403,6.6,78,267,,,,2024-08-01,,,,,,,
36241LKZ8,4,2597727.2,.05194934,4.5,166,174,,,,2024-08-01,,,,,,,
36241LK21,6,2872217.7,.02662181,6.5,155,195,,,,2024-08-01,,,,,,,
36241LK39,4,2553437.82,.05106365,4.5,160,177,,,,2024-08-01,,,,,,,
36241LK47,5,1839017.86,.03677667,5.285,177,170,,,,2024-08-01,,,,,,,
36241LK54,4,6051089.38,.12100968,4.5,184,170,,,,2024-08-01,,,,,,,
36241LK62,6.5,295373.23,.02585021,7,64,288,,,,2024-08-01,,,,,,,
36241LK70,5.2,2189005.38,.04109701,5.7,44,310,,,,2024-08-01,,,,,,,
36241LK88,5.5,2007720.86,.03788512,6.008,121,227,,,,2024-08-01,,,,,,,
36241LK96,5.5,8108366.21,.04054081,5.838,167,179,,,,2024-08-01,,,,,,,
36241LLA2,4,7387937.97,.04925127,4.5,168,178,,,,2024-08-01,,,,,,,
36241LLB0,5,3960582.91,.03960384,5.292,177,171,,,,2024-08-01,,,,,,,
36241LLC8,5.5,3455885.48,.04214237,5.845,168,178,,,,2024-08-01,,,,,,,
36241LLD6,5,4391528.2,.04391308,5.5,174,175,,,,2024-08-01,,,,,,,
36241LLE4,5,4009773.69,.04009573,5.5,175,173,,,,2024-08-01,,,,,,,
36241LLF1,5.5,3792076.76,.02527966,6,154,196,,,,2024-08-01,,,,,,,
36241LLG9,5.5,2127214.32,.02127107,6,157,192,,,,2024-08-01,,,,,,,
36241LLH7,6,8451312.42,.02817057,6.485,155,191,,,,2024-08-01,,,,,,,
36241LLJ3,5.5,1938836.85,.01938739,6,163,187,,,,2024-08-01,,,,,,,
36241LLK0,4,2769318.86,.05538083,4.5,170,177,,,,2024-08-01,,,,,,,
36241LLL8,5.5,3722849.77,.02068192,6,150,198,,,,2024-08-01,,,,,,,
36241LLM6,5.5,2373404.36,.02373285,6,155,194,,,,2024-08-01,,,,,,,
36241LLN4,5.5,3018945.86,.02012563,6,158,191,,,,2024-08-01,,,,,,,
36241LLP9,5.5,2198259.03,.02198149,5.99,158,191,,,,2024-08-01,,,,,,,
36241LLQ7,4.5,14812406.1,.02962451,5,170,179,,,,2024-08-01,,,,,,,
36241LLR5,5.5,3868113.38,.01934008,6,154,196,,,,2024-08-01,,,,,,,
36241LLS3,6,1564802.99,.03129293,6.492,154,191,,,,2024-08-01,,,,,,,
36241LLT1,5.5,23448231.92,.02968111,5.924,160,187,,,,2024-08-01,,,,,,,
36241LLU8,5.5,10369610.7,.04147761,5.837,168,178,,,,2024-08-01,,,,,,,
36241LLV6,6,3530816.86,.02353799,6.5,155,195,,,,2024-08-01,,,,,,,
36241LLW4,6,555567.58,.05458409,6.5,81,271,,,,2024-08-01,,,,,,,
36241LLX2,5,12279422.6,.04592087,5.5,180,170,,,,2024-08-01,,,,,,,
36241LL38,4,15223666.26,.07611642,4.5,180,168,,,,2024-08-01,,,,,,,
36241LL46,6.45,936598.04,.06851944,6.95,69,283,,,,2024-08-01,,,,,,,
36241LL53,10,.27,.00000002,10.5,4,354,,,,2024-08-01,,,,,,,
36241LL61,8,835664.71,.08329732,8.762,61,289,,,,2024-08-01,,,,,,,
36241LL79,5,18425485.53,.0368506,5.285,177,170,,,,2024-08-01,,,,,,,
36241LMB9,4.5,7308305.9,.09803208,5,173,175,,,,2024-08-01,,,,,,,
36241LMC7,6.5,524703.4,.04667751,7,63,287,,,,2024-08-01,,,,,,,
36241LMD5,5,13200631.39,.02640099,5.5,177,173,,,,2024-08-01,,,,,,,
36241LME3,5,17779777.94,.0355592,5.312,174,174,,,,2024-08-01,,,,,,,
36241LMF0,5,19528026.41,.03905566,5.296,176,172,,,,2024-08-01,,,,,,,
36241LMG8,5,34488877.52,.03832076,5.293,177,171,,,,2024-08-01,,,,,,,
36241LMH6,4,10081888.96,.10081384,4.5,180,172,,,,2024-08-01,,,,,,,
